id,section,bundle_version,serial,branch,number,rarity,round,level,type,feature,battle_power_1,battle_power_2,battle_power_3,battle_power_4,battle_power_ex,publication_year,name,ruby,character_name,effect,flavor_text,participating_works,participating_works_url,errata_enable,errata_url,type_name,illustrator_name,image_url,thumbnail_image_url
894,BP,05,108,,BP05-108,C,1,,,Scene,,,,,,,Hero,-,-,"[Activate](Once per turn)No cost → If you have 『NEXUS』 , give one of your Ultra Hero +1000 BP for this turn. Then, send this scene to its owner's discard area.",,ULTRAMAN NEXUS,,False,,,,https://img.ultraman-cardgame.com/images/card_details/27a26889d1e5a89d5d7a01a1f85690457edaa71f.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/6c101f7c0de008a7debda96af4944a06dfdeed2f.webp
895,BP,05,109,,BP05-109,U,2,,,Scene,,,,,,,Ultra Zero Fight Part 1: A New Power,-,-,"《When this scene enters play》You may choose up to three of your 『ZERO』 . If you do, give the chosen 『ZERO』 TYPE 【POWER】 and TYPE 【SPEED】 for this turn.",,ULTRA ZERO FIGHT,,False,,,,https://img.ultraman-cardgame.com/images/card_details/cabc50200275ce58539175f194fd207e65a3d8cf.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/2e2c2f4e8a75b6ac7f66e7161fe3e53235db14bd.webp
896,BP,05,110,,BP05-110,C,2,,,Scene,,,,,,,The Holy Sword of the Future,-,-,"[Activate](Once per turn)No cost → The battle opponent of one of your 『VICTORY』 with TYPE 【ARMED】becomes unaffected by any BP grade increase for this turn. Then, send this scene to its owner's discard area.",,ULTRAMAN GINGA S,,False,,,,https://img.ultraman-cardgame.com/images/card_details/009448d9b43a65bed6652af734df288cc240d628.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/3395e1a56e1808a4b69bc2dc6b2ca3aa70d1cd87.webp
906,BP,05,111,,BP05-111,C,3,,,Scene,,,,,,,Voice from the Starry Sky,-,-,"《When this scene enters play》You may choose the battle opponent of one of your 『X』 . If you do, the chosen character cannot level up during this turn.",,ULTRAMAN X,,False,,,,https://img.ultraman-cardgame.com/images/card_details/9a45d89e67fb902d986700df05d18ed5cfe0fc49.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/e111f0b259177d60409f89dea113c195d57c95f2.webp
907,BP,05,112,,BP05-112,C,1,,,Scene,,,,,,,An Unforgettable Place,-,-,《When this scene enters play》You may give the battle opponent of one of your 『JUGGLUS JUGGLER』 -2000 BP for this turn. (*BP will not be less than 0),,ULTRAMAN ORB,,False,,,,https://img.ultraman-cardgame.com/images/card_details/52bda50313811d03450594f7f87b4c66cc29d3a7.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/b0bbab4648cbc01d57ba19e003eb5e1576039514.webp
908,BP,05,113,,BP05-113,U,2,,,Scene,,,,,,,The King's Miracle! Time to Change Fate!!,-,-,"[Activate](Once per turn)No cost → If a [Activate] effect from your level 3 『GEED』 was used this turn, draw a card. Then, send this scene to its owner's discard area.",,ULTRAMAN GEED,,False,,,,https://img.ultraman-cardgame.com/images/card_details/94b40c8cd7ffda732d4053fa3e45dd074657cc6a.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/2fb56750ca914a56df27e91c5bd69e0f0f11d393.webp
909,BP,05,114,,BP05-114,U,2,,,Scene,,,,,,,A Promise for Tomorrow,-,-,"《When this scene enters play》If you have 『DECKER』 , you may choose one of your level 2 or 3 Ultra Hero that is DOUBLE or TRIPLE. If you do, return the bottom card of the chosen Ultra Hero to the bottom of its owner's deck, then draw a card.",,ULTRAMAN DECKER,,False,,,,https://img.ultraman-cardgame.com/images/card_details/375d25011d54c2ea0560b075ea4fb7a0baba3501.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/48327ff3e4c621b34054160a2fc634a5742b7402.webp
910,BP,05,115,,BP05-115,U,4,,,Scene,,,,,,,Those Who Protect,-,-,"[Activate](Once per turn)No cost → If you have 『OMEGA』 , for each DOUBLE Kaiju with TYPE 【METEO】 you have, give all your opponent's characters -1000 BP each for this turn. Then, send this scene to its owner's discard area. (*BP will not be less than 0)",,Ultraman Omega,,False,,,,https://img.ultraman-cardgame.com/images/card_details/d3d80277db9c3f6ea084066e5e2cd3a6679eb6ff.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/5a378c5c7f23000317ac53a096f9b1e9d5551322.webp
897,BP,05,102,(BP05-Re),BP05ReBP04-102,R,3,,,Scene,,,,,,,"The Alien, Scholar, and I",-,-,"[Activate](Once per turn)If you have 『OMEGA』 , send the top three cards of your deck to your discard area → Give one of your 『OMEGA』 , or one of your Kaiju with TYPE 【METEO】 , +2000 BP for this turn for each Kaiju card with TYPE 【METEO】 from among the cards sent.",,Ultraman Omega,,False,,,,https://img.ultraman-cardgame.com/images/card_details/175f106ec5857492b848ade4b929d9c664a3acda.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/b7f1a1de917f695639bc71ace10dc78078cae566.webp
898,BP,05,102,ExP,ExPBP04-102,ExP,3,,,Scene,,,,,,,"The Alien, Scholar, and I",-,-,"[Activate](Once per turn)If you have 『OMEGA』 , send the top three cards of your deck to your discard area → Give one of your 『OMEGA』 , or one of your Kaiju with TYPE 【METEO】 , +2000 BP for this turn for each Kaiju card with TYPE 【METEO】 from among the cards sent.",,Ultraman Omega,,False,,,Sunohara,https://img.ultraman-cardgame.com/images/card_details/afb88381e5077b353ad798fe6e23d8e348f8b438.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/0dbde26a7cb82578d3626c221261d4b49907f2ef.webp
597,BP,04,001,,BP04-001,R,,1,BASIC,Ultra Hero,5000,9000,,,,1997,Ultraman Dyna,-,DYNA,"[SIN]While this character's battle opponent has TYPE 【POWER】 or 【HAZARD】 , this character's BP grade increases by 1.",Dyna is more than a successor to the ancient giant. He stands as a beacon of the potential of humanity!,Ultraman Dyna,,False,,Flash Type,Kevin Kobasic,https://img.ultraman-cardgame.com/images/card_details/1ae8545e37112411decfd2bd114a1f118bc71cc4.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/8542a66c0a61da5c12dbed1ed80efc4409d60385.webp
598,BP,04,002,,BP04-002,RR,,2,POWER,Ultra Hero,7000,9000,14000,,,1997,Ultraman Dyna,-,DYNA,"[SIN][DBL]《When this character enters play》You may return up to two cards from your hand to the bottom of your deck in any order. If you returned cards to your deck with this effect, draw that many cards.","In this powerful form, one Strong Punch from Dyna can send any threat to the solar system flying!",Ultraman Dyna,,False,,Strong Type,E.J. Su,https://img.ultraman-cardgame.com/images/card_details/5096294551d00363e1624a11c4f5a7736385487f.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/262bf25d335ccab385bfca244a197585f15abbee.webp
709,BP,04,002,AP01,AP(01/20)BP04-002,AP,,2,POWER,Ultra Hero,7000,9000,14000,,,1997,Ultraman Dyna,-,DYNA,"[SIN][DBL]《When this character enters play》You may return up to two cards from your hand to the bottom of your deck in any order. If you returned cards to your deck with this effect, draw that many cards.",The giant's mighty body was wreathed in crimson red — There was no other word for him but Strong.,Ultraman Dyna,,False,,Strong Type,Masked,https://img.ultraman-cardgame.com/images/card_details/16c1a7ed075aa3e56eb0b6e40aafd9c8363d8632.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/7b44e3ddcdc6d355a4b84ff29542821e283f9e2e.webp
599,BP,04,003,,BP04-003,U,,2,BASIC,Ultra Hero,7000,11000,13000,,,1997,Ultraman Dyna,-,DYNA,"[SIN][DBL]While this character's battle opponent has TYPE 【POWER】 , this character's BP grade increases by 1.","Any frontier, no matter how mystifying, is meant to be explored.",Ultraman Dyna,,False,,Flash Type,,https://img.ultraman-cardgame.com/images/card_details/49c4502e06a050d01e800e1e2137e99e61d8eefb.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/00cd3dea7b0c31eedc2636d91e9c7593b6ed7bc1.webp
600,BP,04,004,,BP04-004,C,,2,SPEED,Ultra Hero,5000,12000,,,,1997,Ultraman Dyna,-,DYNA,-,Dyna's Miracle Type holds within him cosmic forces beyond understanding!,Ultraman Dyna,,False,,Miracle Type,,https://img.ultraman-cardgame.com/images/card_details/52fa75ef754576590c070665a522f321a4289468.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/fa4a4402716ed66a3e837dfe2b53f8a96f9a3cc6.webp
601,BP,04,005,,BP04-005,RRR,,3,BASIC,Ultra Hero,5000,12000,18000,,,1997,Ultraman Dyna,-,DYNA,"[DBL][TRP][Activate](Once per turn)Send one of your scene to its owner's discard area → Reveal the top five cards of your deck. Put one level 1 Ultra Hero card from among them into play on the bottom of one of your level 3 DOUBLE Ultra Hero with the same character name, and send the rest to your discard area.","Dyna always puts his best foot forward — and occasionally, puts his best foot through danger!",Ultraman Dyna,,False,,Flash Type,Matt Frank,https://img.ultraman-cardgame.com/images/card_details/9adb4daee9b64924b7bffd391dba94931a39b622.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/8e95733bb88b1fc0fe9c61e37269af8276975fbc.webp
729,BP,04,005,SP01,SP(01/05)BP04-005,SP,,3,BASIC,Ultra Hero,5000,12000,18000,,,1997,Ultraman Dyna,-,DYNA,"[DBL][TRP][Activate](Once per turn)Send one of your scene to its owner's discard area → Reveal the top five cards of your deck. Put one level 1 Ultra Hero card from among them into play on the bottom of one of your level 3 DOUBLE Ultra Hero with the same character name, and send the rest to your discard area.","The disappearance of Shin Asuka's father inspired him to fight — and fight he does, as Ultraman Dyna!",Ultraman Dyna,,False,,Flash Type,ikuyoan,https://img.ultraman-cardgame.com/images/card_details/b0eb66fa40101f9992e71925bc31e62dfe102f4d.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/b12138e625e613ecc04a93e4575649b23c88261f.webp
734,BP,04,005,SSSP01,SSSP(01/02)BP04-005,SSSP,,3,BASIC,Ultra Hero,5000,12000,18000,,,1997,Ultraman Dyna,-,DYNA,"[DBL][TRP][Activate](Once per turn)Send one of your scene to its owner's discard area → Reveal the top five cards of your deck. Put one level 1 Ultra Hero card from among them into play on the bottom of one of your level 3 DOUBLE Ultra Hero with the same character name, and send the rest to your discard area.",The thumbs-up was his promise — Everything would be OK.,Ultraman Dyna,,False,,Flash Type,Hiroshi Maruyama,https://img.ultraman-cardgame.com/images/card_details/d04f1cb61234fc7f743f34af1e3887afcd806e92.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/58516490aa8b5e41b7f9853d6d8587635d2ee2e4.webp
738,BP,04,005,UR01,UR(01/02)BP04-005,UR,,3,BASIC,Ultra Hero,5000,12000,18000,,,1997,Ultraman Dyna,-,DYNA,"[DBL][TRP][Activate](Once per turn)Send one of your scene to its owner's discard area → Reveal the top five cards of your deck. Put one level 1 Ultra Hero card from among them into play on the bottom of one of your level 3 DOUBLE Ultra Hero with the same character name, and send the rest to your discard area.","The giant continues to wait for us, beyond the event horizon.",Ultraman Dyna,,False,,Flash Type,Hiroshi Maruyama,https://img.ultraman-cardgame.com/images/card_details/fab567858e60fcdd19eec23636e4a3a5104f9bbe.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/aed1da432aa0c968dc6345518131927fb19c8927.webp
602,BP,04,006,,BP04-006,U,,3,POWER,Ultra Hero,8000,12000,16000,,,1997,Ultraman Dyna,-,DYNA,"[DBL]《When this character enters play》You may reveal the top three cards of your deck, to put one 『DYNA』 card with TYPE 【BASIC】 or 【SPEED】 from among them into your hand. Then, send the rest to your discard area. If you put a card into your hand with this effect, discard one card from your hand.",Turning passion into power lets Dyna triumph over any foe!,Ultraman Dyna,,False,,Strong Type,,https://img.ultraman-cardgame.com/images/card_details/6003c1a27ff7a6649b4a15deb6b6f1da636ca56f.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/674a0e0c0bfc01320286d52df3dfd66d2f7a6e7e.webp
603,BP,04,007,,BP04-007,C,,3,SPEED,Ultra Hero,10000,12000,17000,,,1997,Ultraman Dyna,-,DYNA,-,Logic and reason can give way before a miracle!,Ultraman Dyna,,False,,Miracle Type,,https://img.ultraman-cardgame.com/images/card_details/e1aa83c7453534cebd75770f96e1fe5fddcd416c.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/f323c02dc40d843c922a27972117eff67e26b5a1.webp
604,BP,04,008,,BP04-008,R,,1,BASIC,Ultra Hero,1000,7000,,,,2025,Ultraman Omega,-,OMEGA,"[SIN]《When this character enters play》You may draw two cards. When you draw with this effect, return one card from your hand to the bottom of your deck.","Omega is here not only to protect Earth, but to remember who he is.",Ultraman Omega,,False,,,Nick Roche,https://img.ultraman-cardgame.com/images/card_details/2656c45ab0714148de1dfd7c9a8b9fc7b3b10716.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/c74f6d849024cc47121fc4389ac116a04b3c25a5.webp
710,BP,04,008,AP02,AP(02/20)BP04-008,AP,,1,BASIC,Ultra Hero,1000,7000,,,,2025,Ultraman Omega,-,OMEGA,"[SIN]《When this character enters play》You may draw two cards. When you draw with this effect, return one card from your hand to the bottom of your deck.","His hand reaches out, as if trying to grasp what is needed for the future.",Ultraman Omega,,False,,,JUN YAMAGUCHI,https://img.ultraman-cardgame.com/images/card_details/2268129c939f5d0faf91883dcbd86d18443c0bb4.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/c51be7e3d9ad0efcdfae841ca7a980bce36feb29.webp
605,BP,04,009,,BP04-009,U,,1,POWER,Ultra Hero,6000,8000,,,,2025,Ultraman Omega,-,OMEGA,"[SIN]While this character's battle opponent has TYPE 【SPEED】 , this character's BP grade increases by 1.",Why does an Ultra fight? To guide those who cannot towards the future.,Ultraman Omega,,False,,,,https://img.ultraman-cardgame.com/images/card_details/ef3eee391b1b67f4dccf8268625dfe33faa8015a.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/544ab0fd01bda28ce57a5b0e510f0ba4cfca2544.webp
606,BP,04,010,,BP04-010,C,,1,SPEED,Ultra Hero,5000,,,,,2025,Ultraman Omega,-,OMEGA,-,Sorato Okida's true form is the crimson giant.,Ultraman Omega,,False,,,,https://img.ultraman-cardgame.com/images/card_details/065edaca049befd906cfc7fb30ec64621c15cff7.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/71da756d074940828fa0303cf67633a920988569.webp
607,BP,04,011,,BP04-011,RR,,2,BASIC,Ultra Hero,7000,9000,14000,,,2025,Ultraman Omega,-,OMEGA,"[SIN][DBL]《When this character enters play》You may reveal the top five cards of your deck, to put one scene card from among them into your hand. Then, send the rest to your discard area.","Like a celestial body, the Omega Slugger hurtles through space!",Ultraman Omega,,False,,,Jamie Noguchi,https://img.ultraman-cardgame.com/images/card_details/1b4e203519ea21186ab7b3554d45c61571a39f68.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/ad92b5f8b6a5d17a627f8e78b9c6aa97b92e8219.webp
711,BP,04,011,AP03,AP(03/20)BP04-011,AP,,2,BASIC,Ultra Hero,7000,9000,14000,,,2025,Ultraman Omega,-,OMEGA,"[SIN][DBL]《When this character enters play》You may reveal the top five cards of your deck, to put one scene card from among them into your hand. Then, send the rest to your discard area.","The Meteokaiju battle alongside those that would command them, and those that would use their power directly.",Ultraman Omega,,False,,,TONJI MATSUNO,https://img.ultraman-cardgame.com/images/card_details/3018b76615916356a5b03b0ecaea5654b700b90a.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/4524f8dd8a2b070c80d65c0f29e4442b9415fba4.webp
608,BP,04,012,,BP04-012,U,,2,POWER,Ultra Hero,6000,10000,14000,,,2025,Ultraman Omega,-,OMEGA,"[SIN][DBL]While this character's battle opponent has TYPE 【SPEED】 , this character's BP grade increases by 1.","When Omega channels the power of the Meteokaiju Rekiness, he gains this powerful form!",Ultraman Omega,,False,,Rekiness Armor,,https://img.ultraman-cardgame.com/images/card_details/e1f5d3576367708f71f59e730289fcb9d194b1d4.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/53fda3ae05e2a98f5cc2ed9fae0f15fdc46eda1f.webp
609,BP,04,013,,BP04-013,C,,2,SPEED,Ultra Hero,7000,11000,,,,2025,Ultraman Omega,-,OMEGA,-,The Omega Slugger channels the power of a shooting star against those who would endanger humanity.,Ultraman Omega,,False,,,,https://img.ultraman-cardgame.com/images/card_details/921b47701b29adaf429ce00977e75a25a7cc2324.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/d25970e5801ffbc9eff703bc269a2839027d0624.webp
610,BP,04,014,,BP04-014,RRR,,3,BASIC,Ultra Hero,5000,12000,18000,,,2025,Ultraman Omega,-,OMEGA,"[DBL][TRP][Activate](Once per turn)Reveal the top four cards of your deck → Choose one level 5 or 6 Kaiju card with TYPE 【METEO】 from among them. Trigger one 《When this character enters play》 effect on it, then send the revealed cards to your discard area.","In his hands, the Slugger is a powerful weapon — but also, it is an icon of his sincerity.",Ultraman Omega,,False,,,Ray Lago,https://img.ultraman-cardgame.com/images/card_details/a4efa32840fda6938b76e17d7d9d7ffbe4cf4632.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/519305a5a0c4bd6dfbbe932a9657aabb8de3cad2.webp
730,BP,04,014,SP02,SP(02/05)BP04-014,SP,,3,BASIC,Ultra Hero,5000,12000,18000,,,2025,Ultraman Omega,-,OMEGA,"[DBL][TRP][Activate](Once per turn)Reveal the top four cards of your deck → Choose one level 5 or 6 Kaiju card with TYPE 【METEO】 from among them. Trigger one 《When this character enters play》 effect on it, then send the revealed cards to your discard area.",He cannot remember what brought him to Earth. He only knows that he must fight for its people.,Ultraman Omega,,False,,,ikuyoan,https://img.ultraman-cardgame.com/images/card_details/4bcea9e75b13c3164cd9fe9f597c13ba136646ef.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/e7cd525a495a0210cfddd53f344b70f8d4e17c23.webp
